id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
821,Been using this for 15 months and it just keeps getting better.,2025-06-07,3,Positive,Praise,Low
822,Absolutely love this app! It does exactly what I need.,2025-03-28,5,Positive,Praise,Low
823,Would love to see widgets in a future update. Otherwise fantastic.,2026-06-10,5,Positive,Feature Request,Low
824,"Works as advertised. No complaints, no excitement.",2025-05-27,3,Neutral,Praise,Low
825,The best $5 I spend every month. Worth every penny.,2026-03-11,5,Positive,Praise,Low
826,"Love it, but please add widgets. That would make it perfect.",2025-06-08,5,Positive,Feature Request,Medium
827,Recommended this to all my friends. Everyone loves it.,2025-02-05,5,Positive,Praise,Low
828,App uses too much battery. Drains 8% in an hour.,2025-04-08,2,Negative,Performance,Medium
829,Really enjoy using this. calendar integration would be the cherry on top.,2025-01-08,5,Positive,Feature Request,Low
830,"Clean, intuitive, and fast. Exactly what an app should be.",2026-10-14,5,Positive,Praise,Low
831,This app has changed how I check notifications. Couldn't live without it.,2025-06-13,5,Positive,Praise,Low
832,Recommended this to all my friends. Everyone loves it.,2025-09-12,3,Positive,Praise,Low
833,The custom themes feature crashes immediately. Please fix this.,2025-04-27,3,Negative,Bug / Crash,High
834,Almost perfect. Just needs calendar integration and it's a 5-star app.,2025-09-15,5,Positive,Feature Request,Medium
835,Almost perfect. Just needs widgets and it's a 5-star app.,2025-02-02,5,Positive,Feature Request,Medium
836,It works. Not much else to say.,2025-01-15,3,Neutral,Praise,Low
837,"Average app. Not bad, not great.",2025-09-11,4,Neutral,Praise,Low
838,Just downloaded it. Will update my review later.,2026-04-03,2,Neutral,Praise,Low
839,Just downloaded it. Will update my review later.,2026-05-13,3,Neutral,Praise,Low
840,Why did you move the offline mode button? It was fine before.,2025-09-27,2,Negative,UX / Design,Medium
841,"Every time I try to edit, the app just dies. So annoying.",2025-03-20,1,Negative,Bug / Crash,Critical
842,Could you consider adding calendar integration? Just a suggestion.,2025-07-19,3,Neutral,Feature Request,Low
843,"Clean, intuitive, and fast. Exactly what an app should be.",2026-12-11,5,Positive,Praise,Low
844,Dark mode is broken — some text is invisible on dark backgrounds.,2025-11-10,1,Negative,UX / Design,High
845,Why did you move the Apple Watch support button? It was fine before.,2026-01-02,3,Negative,UX / Design,Medium
846,The menu structure is a maze. Just let me save directly.,2025-05-26,2,Negative,UX / Design,Medium
847,This app is a game changer. So much better than the competition.,2025-07-27,5,Positive,Praise,Low
848,Keeps freezing when I open settings. Had to force quit 41 times today.,2025-08-26,2,Negative,Bug / Crash,High
849,Just downloaded it. Will update my review later.,2026-04-11,3,Neutral,Praise,Low
850,App crashes on startup since the last update. Can't even open it.,2025-03-02,1,Negative,Bug / Crash,Critical
851,I've been using the app for 33 days and still feel lost.,2025-06-27,1,Negative,Onboarding,Medium
852,The app takes 38 seconds just to start up. Way too heavy.,2025-11-21,2,Negative,Performance,High
853,It does the basics. cloud backup would be a nice addition.,2025-10-28,3,Neutral,Feature Request,Low
854,I keep accidentally tapping the wrong button because they're too close together.,2025-12-08,1,Negative,UX / Design,Medium
855,The two-factor auth feature crashes immediately. Please fix this.,2025-09-26,2,Negative,Bug / Crash,High
856,It works. Not much else to say.,2025-02-03,3,Neutral,Praise,Low
857,Great work! Any plans to add voice input? That would be awesome.,2025-04-22,4,Positive,Feature Request,Low
858,Amazing app! It makes sync so much easier.,2025-01-08,5,Positive,Praise,Low
859,Meh. It's fine for what it is.,2026-12-02,3,Neutral,Praise,Low
860,Great app! Would be even better with multi-account support.,2025-07-02,4,Positive,Feature Request,Medium
861,App crashes every time I try to edit. Completely unusable.,2025-04-27,3,Negative,Bug / Crash,Critical
862,I've tried 33 other apps and this is by far the best one.,2025-05-08,5,Positive,Praise,Low
863,"Every time I try to export, the app just dies. So annoying.",2025-01-03,1,Negative,Bug / Crash,Critical
864,The welcome screen has too much text and no visuals. Overwhelming.,2025-04-24,2,Negative,Onboarding,Medium
865,"Clean, intuitive, and fast. Exactly what an app should be.",2025-09-15,4,Positive,Praise,Low
866,Amazing app! It makes search so much easier.,2025-11-25,5,Positive,Praise,Low
867,Why is the sign-up process so complicated? Just let me use the app.,2026-05-07,1,Negative,Onboarding,Medium
868,This app is a game changer. So much better than similar apps.,2025-01-20,3,Positive,Praise,Low
869,The free tier is useless. You basically force people to pay.,2026-06-10,2,Negative,Pricing / Billing,Medium
870,App froze and I lost 45 minutes of work. Not cool.,2025-07-06,1,Negative,Bug / Crash,Critical
871,Recommended this to all my friends. Everyone loves it.,2025-04-25,5,Positive,Praise,Low
872,"Love it, but please add widgets. That would make it perfect.",2025-07-25,5,Positive,Feature Request,Medium
873,It works. Not much else to say.,2025-07-28,3,Neutral,Praise,Low
874,Screen goes black whenever I view history. Bug has been there for weeks.,2025-05-13,1,Negative,Bug / Crash,Critical
875,Great work! Any plans to add multi-account? That would be awesome.,2026-01-26,5,Positive,Feature Request,Low
876,Five stars! The team behind this app really cares.,2025-10-16,5,Positive,Praise,Low
877,First-time experience is awful. No guidance whatsoever.,2025-11-18,1,Negative,Onboarding,Medium
878,Standard note-taking app. Nothing stands out.,2025-02-08,3,Neutral,Praise,Low
879,"Works as advertised. No complaints, no excitement.",2026-03-15,2,Neutral,Praise,Low
880,Why did you move the calendar integration button? It was fine before.,2026-09-22,3,Negative,UX / Design,Medium
881,Dark mode is broken — some text is invisible on dark backgrounds.,2026-07-04,2,Negative,UX / Design,High
882,The app is incredibly laggy since the last update.,2025-01-19,2,Negative,Performance,High
883,Standard planning app. Nothing stands out.,2026-08-03,3,Neutral,Praise,Low
884,I was charged twice this month. No response from support.,2025-01-26,2,Negative,Pricing / Billing,High
885,Decent app. Does what it says.,2025-01-28,3,Neutral,Praise,Low
886,App crashes every time I try to upload. Completely unusable.,2025-05-19,2,Negative,Bug / Crash,Critical
887,First review on the App Store. Seems fine so far.,2025-05-08,4,Neutral,Praise,Low
888,Too expensive for what it does. alternatives does the same for free.,2025-02-11,2,Negative,Pricing / Billing,Medium
889,This app is a game changer. So much better than similar apps.,2025-01-16,5,Positive,Praise,Low
890,The best $8 I spend every month. Worth every penny.,2025-06-28,3,Positive,Praise,Low
891,Takes 40 seconds to load anything. Way too slow.,2025-02-23,1,Negative,Performance,High
892,"Average app. Not bad, not great.",2025-06-01,3,Neutral,Praise,Low
893,Can't figure out how to delete. The UI is not intuitive at all.,2025-04-09,2,Negative,UX / Design,High
894,It's a task management app. It does task management things.,2025-09-20,4,Neutral,Praise,Low
895,"Every time I try to save, the app just dies. So annoying.",2025-03-03,2,Negative,Bug / Crash,Critical
896,Just downloaded it. Will update my review later.,2026-07-25,4,Neutral,Praise,Low
897,Could you consider adding keyboard shortcuts? Just a suggestion.,2025-07-13,2,Neutral,Feature Request,Low
898,It does the basics. custom themes would be a nice addition.,2025-06-12,3,Neutral,Feature Request,Low
899,Lost all my projects because the app crashed mid-upload. Unacceptable.,2025-03-21,1,Negative,Bug / Crash,Critical
900,Amazing app! It makes search so much easier.,2026-05-04,3,Positive,Praise,Low
901,"Love it, but please add custom themes. That would make it perfect.",2026-10-09,4,Positive,Feature Request,Medium
902,Would be nice to have templates. Not a dealbreaker though.,2026-11-26,3,Neutral,Feature Request,Low
903,Could you consider adding voice input? Just a suggestion.,2026-09-02,4,Neutral,Feature Request,Low
904,Keeps freezing when I share. Had to force quit 33 times today.,2026-04-15,2,Negative,Bug / Crash,High
905,I cancelled but was still charged. Want my money back.,2025-11-18,1,Negative,Pricing / Billing,High
906,Had to watch YouTube videos just to learn basic delete.,2025-08-17,2,Negative,Onboarding,Medium
907,It's OK I guess. Nothing special but it works.,2025-04-24,2,Neutral,Praise,Low
908,This app has changed how I sync. Couldn't live without it.,2025-02-19,4,Positive,Praise,Low
909,Keeps freezing when I export. Had to force quit 6 times today.,2025-08-17,2,Negative,Bug / Crash,High
910,The app is incredibly laggy since the last update.,2025-05-15,1,Negative,Performance,High
911,Been using this for 29 months and it just keeps getting better.,2026-12-08,4,Positive,Praise,Low
912,Standard planning app. Nothing stands out.,2025-10-01,2,Neutral,Praise,Low
913,Colors are ugly and the layout makes no sense.,2025-01-22,1,Negative,UX / Design,Medium
914,App uses too much battery. Drains 5% in an hour.,2026-02-15,2,Negative,Performance,Medium
915,App crashes on startup since the last update. Can't even open it.,2025-03-25,3,Negative,Bug / Crash,Critical
916,Constant crashes when using offline mode. Very frustrating.,2025-02-21,1,Negative,Bug / Crash,Critical
917,Super intuitive. Figured everything out in 21 minutes.,2026-10-27,5,Positive,Praise,Low
918,The search takes 53 seconds to return results. Painfully slow.,2025-08-26,2,Negative,Performance,Medium
919,It works. Not much else to say.,2026-08-12,4,Neutral,Praise,Low
920,This app has changed how I search. Couldn't live without it.,2026-01-22,5,Positive,Praise,Low
921,Outstanding quality. You can tell the developers care about their users.,2025-06-11,4,Positive,Praise,Low
922,Standard task management app. Nothing stands out.,2025-11-22,3,Neutral,Praise,Low
923,"Average app. Not bad, not great.",2025-03-26,3,Neutral,Praise,Low
924,The app works but I wonder if cloud backup is on the roadmap.,2025-12-17,3,Neutral,Feature Request,Low
925,The app is incredibly laggy since the last update.,2025-08-06,1,Negative,Performance,High
926,App uses too much battery. Drains 16% in an hour.,2026-09-22,2,Negative,Performance,Medium
927,The app works but I wonder if custom themes is on the roadmap.,2026-12-09,3,Neutral,Feature Request,Low
928,Absolutely love this app! It does exactly what I need.,2026-04-07,5,Positive,Praise,Low
929,Crash after crash after crash. When will you fix this?,2026-11-12,1,Negative,Bug / Crash,Critical
930,Love the attention to detail in this app. Everything just works.,2025-10-04,3,Positive,Praise,Low
931,It works. Not much else to say.,2026-07-03,3,Neutral,Praise,Low
932,It takes forever to view history. Other apps do this instantly.,2026-09-02,1,Negative,Performance,High
933,Been using this for 6 months and it just keeps getting better.,2026-01-13,5,Positive,Praise,Low
934,First review on the App Store. Seems fine so far.,2026-08-09,3,Neutral,Praise,Low
935,The best $10 I spend every month. Worth every penny.,2025-01-28,4,Positive,Praise,Low
936,Just downloaded it. Will update my review later.,2026-01-17,3,Neutral,Praise,Low
937,Could you consider adding widgets? Just a suggestion.,2026-12-17,4,Neutral,Feature Request,Low
938,The free tier is useless. You basically force people to pay.,2025-01-03,2,Negative,Pricing / Billing,Medium
939,Crash after crash after crash. When will you fix this?,2026-06-14,1,Negative,Bug / Crash,Critical
940,This app has changed how I edit. Couldn't live without it.,2025-01-20,5,Positive,Praise,Low
941,"Average app. Not bad, not great.",2026-01-17,2,Neutral,Praise,Low
942,Can't figure out how to search. The UI is not intuitive at all.,2025-04-01,1,Negative,UX / Design,High
943,Had to watch YouTube videos just to learn basic check notifications.,2025-09-19,2,Negative,Onboarding,Medium
944,The templates feature crashes immediately. Please fix this.,2025-07-06,2,Negative,Bug / Crash,High
945,Love the attention to detail in this app. Everything just works.,2025-07-19,5,Positive,Praise,Low
946,Standard planning app. Nothing stands out.,2025-11-28,3,Neutral,Praise,Low
947,The app is amazing. My only wish is multi-account integration.,2025-01-21,5,Positive,Feature Request,Low
948,Love the attention to detail in this app. Everything just works.,2026-04-07,5,Positive,Praise,Low
949,Recommended this to all my friends. Everyone loves it.,2025-02-28,4,Positive,Praise,Low
